name,type,lore
Reticence,4,"Many old mages had to perform lengthy incantations to make potent even their simplest spells. A mage cursed to be mute, however, brought upon a revolution to spellcasting through this simple wand."
Spider Ring,5,"""Crawly things. They crawl on the mushrooms. Mushrooms shouldn't be crawly!"" -Yahya, Mushroom Man"
Tribal Cap,3,
Spear of Prosperity,4,
Burning Pants,3,
Lizard,5,
Skin Piercer,4,"The average bow can boast a range of skills, but unlike this one, not every bow can penetrate through any organic skin, including dragon hide."
Maltic's Aid,3,
Zombie Helm,3,
Shajone,3,
Prog,4,
White Ghost,4,
Pursuit,4,
Bovemist Amulet,5,
Studded Leather Boots,3,
Spicy,4,
Tribal Boots,3,
Tribal Tunic,3,
Amulet of the Necromancer,5,
Simple Coin,5,
Lemon Legs,3,"Due to an unfortunate accident where he choked on a lemon, an unremarkable mercenary became a laughing stock. He later managed to shed the title, as he left no one alive who remembered the name."
WitherString,4,
Tribal Pants,3,
Valix,4,
Sting,4,"""I swear on my life those spiders were covered in spikes! Go out there, see if I'm wrong!"" -Suri, Elemental Researcher"
Confusing Cap,3,
Canyon Parsley,1,
Spellbound Ash,1,
Infused Gold,1,
Rose,1,
Smooth Silt,1,
Medico,3,
Yahya's Nail Clipper,4,
Light Spruce Wood Spear,4,
Webstring,4,
Light Spruce Wood Bow,4,
Spiderweb String,4,
Ivy,4,
Hunger,3,"Forgotten long ago, these boots curse the wearer with an endless hunger."
Diet,5,
Kelight's Toothbrush,4,
Asher's Relic,5,
Light Spruce Wood Relik,4,
Wormwood,3,
Gnocchi,3,
Euthanasia,4,
Silkwrap,5,
Squidword's Clarinet,4,
Bejeweled Bracelet,5,
Light Spruce Wood Wand,4,
Keen Measure,4,
Jate,3,
Studded Leather Cap,3,
Flawed Golden Chestplate,3,
Light Spruce Wood Dagger,4,
Highland Basil,1,
Quatrain,5,
Enchanter,4,
Circuit Buster,4,
Pigman Battle Hammer,4,
Earthwave,4,
Hard Leather Tunic,3,
Presto,4,
Alligator,3,
Nemract Waders,3,
Nightmail,3,
Pigman's Loincloth,3,
Jike,3,
Hilt,4,
Carvel's Sight,4,
Bear Body,3,
Deracine,4,
Digested Dagger,4,
Cephalothorax,3,"""...Most of their vital organs, however, are located in the bulbous abdomen. If you've enough crushing force with your weapon, it may be a quicker alternative for the kill. ..."" -Admiral Aegis' Guide To Nivla Threats, Chapter 3"
Fern,4,
Worn Memorabilia,1,
Munched Grass,1,
Platinum Grook Egg,1,
Toxic Spores,1,
Wood Snippet,1,
Red String,5,
Bear Mask,3,
Essren's Coat,3,
Butter Helmet,3,
Glowing Wand,4,
Golem's Arm,4,...It's pulling towards something.
Diorite-Hewn Spear,4,
Spore Shortsword,4,
Flawed Golden Leggings,3,
Hard Leather Leggings,3,
Boil Lance,4,...It's pulling towards something.
Arcane Boots,3,
Green Perfection,4,
Diaconate,5,
Slap,5,
Ragni Fatigues,3,
Eater,5,
Mask of the Dark Curse,3,
Pigman Helmet,3,
Slime-Blend Leggings,3,
Diamond Sky,4,
Diorite-Hewn Wand,4,
Bear Head,3,
Diorite-Hewn Relik,4,
Omnitread Boots,3,"Plated with enchanted metals, these magic-warding boots allow faster travel over nearly any solid surface."
Diorite-Hewn Dagger,4,
Diorite-Hewn Bow,4,
Hothead,3,
Iron Knuckle,4,"These bulky-looking gauntlets are actually extremely lightweight, being created of a magical elf-blessed iron alloy blend."
Dried Gill,1,
Altered Ash,1,
Firefly Dust,1,
Scarred Leather,1,
Corrupted Beef,1,
Relic of the Future,1,
Depreciating Flesh,1,
Cultist Ashes,1,
Relic of the Past,1,
Bat Ear,1,
Undead Heart,1,
Waterfall Thyme,1,
Lively Apple,1,
Nesaak Snowshoes,3,
Alice's Sleeve,5,
The Old King's Crown,3,
Relic,4,"Despite being proven unrelated, this enigmatic bow was the lynchpin to beginning the great search for the Relics."
Aerolia Boots,3,
Butter Knife,4,
Skeleton's Bone,4,
Chief,4,
Stress,4,
Carbon,4,
Collier Tunic,3,
Autumn Tree,4,
Almuj Turban,3,
Hard Leather Boots,3,
The Euphoric Fedora,3,
Carvel's Creation,3,
Reflex,5,
Lithium,5,
Shadow Blade,4,
Luciolum,1,
Pigman Ivory,1,
Glowing Tree Sap,1,
Warped Skin,1,
Bone Ash,1,
Herbal Extract,1,
Luminescent Ink,1,
Spruce Wood Dagger,4,
Clash Hook,4,"The wear on this humble war pick's blade has only made it more effective in combat, allowing its users to make unexpected parries of opponents' attacks by hooking and hitting through the weapon."
Hard Leather Cap,3,
Tromsian Survival Knife,4,
Spiked Cleats,3,
Mud Leggings,3,
Little Machine,4,
Spruce Wood Relik,4,
Clap,5,
Bear Pelt,3,
Midnight Bell,4,
Bourreau,5,
Claw,4,
Spruce Wood Spear,4,
Puppet Master,4,
Leather Face,3,
Flawed Leather Boots,3,
Spruce Wood Wand,4,
Spore Cap,3,
The Skin Tearer,4,
Soaked Tunic,3,
Radium,4,
Chimaera,3,"The one true Chimera in existence is sought by many, for great stories are told of its gifts to the worthy. One such gift was a simple fur coat, which gave the wearer but a taste of its power."
Watercolour,4,
Spruce Wood Bow,4,
Vellalar,4,
Outdated Newspaper,1,
Forgotten Axe,1,
Jolting Geode,1,
Onion Ring,5,
Iron Mail,3,
Witherhead's Talisman,5,"""My dear boy should never have to go through the horrors of losing a mother like that."" -Momo, adoptive mother of Bob"
The Naturalist,4,
Upside Down Bowl,3,
Clarity,5,
Padded Leather Tunic,3,
Bedrock Eater,4,
Pike of Fury,4,
Monk's Cowl,3,
Forgotten,3,
Edgy,5,
Ribcage,3,"""...as intimidating as the name sounds, you want your organs to be trapped in this kind of cage."" -Excerpt from Human Anatomy For Fools, Cirh Nettan "
Leech Bow,4,
Sprinter,3,
Helmet of Wisdom,3,
Morph-Topaz,5,
Mail of the Berserker,3,
Fire Brand,4,
Gavel Imported Bow,4,
Silicon,4,
Charging Cable,4,
Bovine Killer,3,This helmet was worn long ago by an infamous assassin who plagued Bovemist sites for decades. It was crafted of the still-bloody skin of their most prized and worshiped cows.
Drained Bone,1,
Digestible Fungi,1,
Mooshroom Ear,1,
Witherhead's Elbow,4,"Wielded by the master of the Decrepit Sewers Dungeon, the arrows of this bow causes the target's body to slowly wither away."
Trace,5,
Hearts Club,4,
Phrygian,4,
Hot Spot,4,
Slippery Boots,3,
Padded Leather Leggings,3,
Kuuichi,3,
Serpent's Kiss,4,"""I bet those sewer-dwellers have horrible morning breath."" -Folzoy, Maltic Escort"
Leaf Tunic,3,
Master,5,"Although not truly magical by any means, the sheer craftsmanship of this ornate broach makes its wearers feel skillful."
Petrified Stick,4,
Light Birch Wood Wand,4,
The Magician,4,
Eleven,4,
Reinforced Composite Bow,4,
Nitrogen,4,
Ancient Wand,4,It is thought that this primitive wand was used by early man to create the first spells. It is made from a wood that no longer exists.
Columns,3,
Mullberry,4,
Ragon's Bracelet,5,
Opulenity,3,"Made of an uncommonly used fabric called denim, these fashionable leggings exude style and elegance. Surely wearing them would bring you luck?"
Crackshot,4,This heavy crossbow forces a strange compulsion in its users when wielded. They will often refuse to even shoot unless entirely certain of a hit.
Stone Cutter,4,
Worry,5,
Light Birch Wood Bow,4,
Light Birch Wood Relik,4,
Light Birch Wood Spear,4,
Flawed Leather Cap,3,
Light Birch Wood Dagger,4,
Guard Spear,4,
Weakening Catalyst,1,
Pigman Meat,1,
Arcane Greaves,3,
Ancient Scout Shoes,3,
Fiery Wand,4,
Elemental Training Relik,4,
Dern's Shadow,4,
Kickers,3,
Rat Skull,3,
Dusk Painter,4,
Fiery Bow,4,
Silken Slippers,3,
Iron Bracer,5,
Spiritual Siphoner,4,
Isaz,4,
Stringendo,4,
Padded Leather Boots,3,
Tarod's Parka,3,
Elemental Training Spear,4,
Staff of Wisdom,4,
Elemental Training Bow,4,
Warmth,5,
Hydrogen,4,
Fiery Dagger,4,
Skull Breaker,4,"""Even a corrupted would get crushed by one of these!"" -Roche 'Stone-thrower' Diamant, Ragni Citizen"
Dread,4,
Scout Dagger,4,
Elemental Training Dagger,4,
Elemental Training Wand,4,
Fiery Spear,4,
Travel Charm,5,
Cauterizer,4,...It's pulling towards something.
Fiery Relik,4,
Leaf Pants,3,
Soft Green Wool,1,
Wooly Armour,1,
Soft Blue Wool,1,
Soft White Wool,1,
Soft Yellow Wool,1,
Crumbling Skull,1,
Corrupted Ichor,1,
Familiar Essence,1,
Soft Red Wool,1,
Webbed Offshoot,1,
Apple,1,
Birch Paper,2,
Granite Gem,2,
Trout Meat,2,
Trout Oil,2,
Granite Ingot,2,
Barley String,2,
Barley Grains,2,
Birch Wood,2,
Dislocater,4,"Often, the leader of brute gangs would use this dagger to threaten his followers into making sure they did not fail him."
Sledge,4,
Spiketop,3,
Dofotri,5,
Knee,3,"""I thought aiming for the legs would disable the enemy. Turns out they can drag themselves with their arms just as quick."" -Therck, Ragni Soldier 3rd Division"
Refined Longbow,4,
Ring of Strength,5,
Audacity,3,"A powerful mental curse surrounds these boots, inciting uncontrollable rage into the wearers, as well as the power to enact it upon others."
Stale,4,"""There's never new water flowing into those sewers. It all cycles back into itself...not natural."" -Jenprest, Ragni Legion 2nd Division"
Defibrillator,4,"""The first time I saw one of those zombies I nearly had a heart attack! The blighters are terrifying."" -Rynend, Maltic Citizen"
Drale's Hide,3,
Luas,5,
Clock Stick,4,
Runner's Vest,3,
Puncturing Dirk,4,
Padded Leather Cap,3,
Fluorine,5,
Thoracic,3,
Striker,4,
Dapper Trilby,3,
Burnt Skull,1,
Flaming Bow,4,
Fruma Imported Boots,3,
Iron Incrusted Pants,3,
Leaf Boots,3,
Therck's Irritation,5,
Boar Meat,1,
Assorted Seeds,1,
Charred Bone,1,
Leaf Cap,3,
Fatigue,4,
Andesite-Hewn Spear,4,
Mind Cracker,5,
Armored Culottes,3,
Meltok,4,
Bolt,4,
Ragni's Spear,4,
Dusty Ring,5,
Black Wand,4,
Thief's Dagger,4,
Andesite-Hewn Relik,4,
Vertebra,5,
Plated Boots,3,
Dart Sling,4,
Macabre,4,"""Only the most wicked in Gavel could dream of a circumstance as what plagues this Wynn province."" -King of Ragni"
Heliophilia,3,"This peculiar shawl is eternally warm to the touch, and shimmers brilliantly in the sunlight. It is rumored to give amazing health benefits and good fortune to those who wear it."
Andesite-Hewn Wand,4,
Andesite-Hewn Dagger,4,
Windcatcher Totem,4,
Breathing Helmet I,3,
Messenger Cap,3,
Toes Tickler,3,
Corpse,4,"""Catch a fresh-raised corrupted, it's like catching a soldier without his morning coffee. Stumbly and unfocused."" -Enzan, Retired Ragni Soldier"
Turnpike,4,
Cool,5,
Tanned Leather Tunic,3,
Lucky Spider Egg,1,
Andesite-Hewn Bow,4,
Concentration,5,The forger of this ring had to endure 30 long days of smelting various metals only found in the ocean. A single mistake would ruin the creation. The mystic metals are said to seep into the wearers skin to gently replenish their resolve.
Featherweight,3,
War Spear,4,
Feather of Grace,1,
Flugsvamp Cap,1,
Rotten Bone,1,
Thin Quill,1,
Beak of the Nivlan Beauty,1,
Blood of the Nivlan Beauty,1,
Nivlan Honey,1,
Sheep Hoof,1,
Rusted Bracelet,5,
Merchant Sandals,3,
Maltic's Old Spear,4,"This short spear was the first weapon to be produced by the villagers for sale. They are old, but strong."
Treasure Boots,3,
Breeze,4,
Nipun,3,
Espoir,5,
Chipped Leather Tunic,3,
Funnel,3,
Sketiq,4,"""As much as they're terrifying, at least those lousy skeletons give us lots of bonemeal for the crops!"" -Bylvis, Katoa Ranch Farmer"
Tanned Leather Leggings,3,
Detlas' Stick,4,
Tiny,5,
Death Growl,4,
Battle Leggings,3,
Skin Cap,3,
Nemract's Bow,4,
Planus Vest,3,
Waist Apron,3,
Vibrant Augment,1,
Fungi Spores,1,
Paralyzing Spores,1,
Mana Extract,1,
Corruption Shard,1,
Karl Johan Cap,1,
Corrupted Fragment,1,
Coagulated Clot,1,
Birch Wood Dagger,4,
Abandoned Tunic,3,
Tanned Leather Boots,3,
Neodymium,3,
Pin,4,
Beauty,5,
Crustacean,4,
Jeweled Vestments,3,
Birch Wood Relik,4,
Birch Wood Wand,4,
Comfort,5,
Log Suit,3,
Chandelle,4,
Harsh Noise,4,Corkian technology was not the first to create an item that is capable  of recording noise. Artifacts from Time Valley were found to record ambient  sounds and distort them into ear-splitting sonic bursts.
Birch Wood Spear,4,
Helmet of Intelligence,3,
Tormenter,4,
Birch Wood Bow,4,
Blazing Fireball,1,
Shock,5,
Used Fireball,1,
Old Treasure֎,1,
Sharpening Stone,1,
Defender's Stone,1,
Earthly Pebble,1,
Guard's Garment,3,...It's pulling towards something.
Tree Bracelet,5,
Macht,5,
Javelin,4,
Aldorei's Training Bow,4,
Exion,3,
Chipped Leather Pants,3,
Sparklock,4,
Bright Boots,3,
Iron String,4,"Many said making a bow out of iron would be slow and wasteful, but the weight of the iron arrow can pierce even stone."
Fourchette,4,
Hostage,4,
The Queen's Tiara,3,
Tanned Leather Cap,3,
First Steps,5,
Seedling,5,
The Out,4,
Switch Blade,4,
Blessed Wrappings,3,"The thick, Bovemist-sanctified cloth is worn by their priests during certain religious ceremonies. It clears the mind and purifies the body."
Wedding Ring,5,
Starched Pants,3,
Spider Fang,1,
Tarnished Gold Foil,1,
Dead Bee,1,
Nivlan Honeycomb,1,
Grook Feather,1,
Poisonous Spider Eye,1,
Fresh Water,1,
Keeper,5,
Jag,5,
Plain Leather Tunic,3,
Vine,5,
Light Oak Wood Relik,4,
Quartzite Amulet,5,
Swift,5,
Light Oak Wood Spear,4,
Shining Cloak,3,
Thinking Helmet,3,
The Leech Spear,4,
Soft Helmet,3,
Light Oak Wood Dagger,4,
Solidified Chestplate,3,
Light Oak Wood Wand,4,
Dark Ambience,4,
Light Oak Wood Bow,4,
Galaxy Piercer,4,
Sokoto,3,
Putrid Gunk,1,
Active Fireball,1,
Zombie Brain,1,
Bob's Tear,1,
Darkiron Scrap,3,"Despite being only an impure scrap of the normally sturdy blackiron, these heavy leggings still have extreme defensive capabilities."
Stormstrike,4,
Spyrr,4,
Shin Guards,3,
Plain Leather Leggings,3,
Chipped Leather Boots,3,
Elven Moccasins,3,
The Scarecrow's Arm,4,
The King's Robe,3,
Shark Tooth,5,
Luxurious Silk,1,
Forest Web,1,
Cleaned Saccharum,1,
Rat Hair,1,
Strong Flesh,1,
Aluminium,5,
Enzan's Lucky Charm,5,
Sargasso,3,
Stone-Hewn Bow,4,
Azar,5,
Stone-Hewn Dagger,4,
Mitten,4,
Scarab,3,
Blank,5,
Voodoo,4,
Bumblebee,4,
Paradise,4,
Damasse,3,
Plain Leather Boots,3,
Stone-Hewn Wand,4,
Stone-Hewn Relik,4,
Stone-Hewn Spear,4,
Aloof,4,
Leather,1,
Egg,1,
Pink Wool,1,
Rarity,5,"Being one of the absolute rarest treasures in the world, it seems to have a mind of its own, only showing itself when a stroke of luck is had."
White Wynnter Sweater,3,"The sweater has the quote ""SNOW way Craftmas can be bad in this sweater"" knitted onto the front."
Cerulean Wynnter Sweater,3,"The sweater has the quote ""SLOPE to SKI you again next Craftmas"" knitted onto the front."
Pink Wynnter Sweater,3,"The sweater has the quote ""Going HAM on Craftmas dinner tonight"" knitted onto the front."
Depressing Bow,4,
Mama Zomble's Memory,3,
Oak Wood Dagger,4,
Yellow Wynnter Sweater,3,"The sweater has the quote ""YELLOW- How's your Craftmas going"" knitted onto the front."
Wynnter Fair 2017 Souvenir,5,Thank you for participating in the 2017 Wynnter Fair!
Mask of the Spirits,3,Not all who roam may find their way home. Others lose themselves in the world... And find a new way forward.
Slicer,4,
Blue Wynnter Sweater,3,"The sweater has the quote ""Don't feel BLUE- It's Craftmas!"" knitted onto the front."
Seeker,5,
Orange Wynnter Sweater,3,"The sweater has the quote ""ORANGE you glad I showed up for Craftmas"" knitted onto the front."
Scarlet Wynnter Sweater,3,"The sweater has the quote ""Why be merry? CLAUS I said so"" knitted onto the front."
Bullseye,4,
Secret,5,
Set Dagger,4,
Quartzite Wand,4,
Indigo Wynnter Sweater,3,"The sweater has the quote ""GRAUPELING with a second helping of Craftmas feast"" knitted onto the front."
Oak Wood Spear,4,
Wynnterfest 2016 Souvenir,5,Thank you for participating in Wynnterfest 2016!
Chipped Leather Cap,3,
Plains Runner,3,
Red Wynnter Sweater,3,"The sweater has the quote ""I'll never give you the COLD SHOULDER"" knitted onto the front."
Black Wynnter Sweater,3,"The sweater has the quote ""Prepare for a FLURRY of Craftmas spirit"" knitted onto the front."
Brown Wynnter Sweater,3,"The sweater has the quote ""YULE see me smiling this season"" knitted onto the front."
Refined Bow,4,
Purple Wynnter Sweater,3,"The sweater has the quote ""ICY you looking at my fancy duds"" knitted onto the front."
Cracked Oak Bow,4,
Cinfras Souvenir T-Shirt,3,"The shirt has the quote ""I went to the Letvus Airbase in Cinfras and all I got was this lousy T-shirt"" printed on it."
Oak Wood Relik,4,
Plain Leather Cap,3,
Depressing Spear,4,
Collector,5,
Pine Wynnter Sweater,3,"The sweater has the quote ""Let me NICK a few extra cookies for Craftmas"" knitted onto the front."
Oak Wood Wand,4,
Ein,5,
Beige Wynnter Sweater,3,"The sweater has the quote ""All STOCKINGED up for the season"" knitted onto the front."
Cracked Oak Spear,4,
Contest Wynner Cap,3,I won!
Cracked Oak Wand,4,
Tosach,3,
Awesome Bandanna,3,
Hairy Cap,3,
Oak Wood Bow,4,
Green Wynnter Sweater,3,"The sweater has the quote ""I'm feeling PINE, what about you"" knitted onto the front."
Cracked Oak Relik,4,
Cracked Oak Dagger,4,
Depressing Shears,4,
Set Spear,4,
Depressing Stick,4,
Wynnter Fair 2016 Souvenir,5,Thank you for participating in the 2016 Wynnter Fair!
Rare Potato,1,
Corrupt Chain,1,
Brown Mushroom,1,
Coastal Sand,1,
Potato,1,
Rotten Flesh,1,
Wool,1,
Sturdy Flesh,1,
Royal Cake Slice,1,
Red Mushroom,1,
Copper Ingot,2,
